,name,conditional_probability,percentile,p_value
19,perception|phaeacantha,591.4183673469388,0.9956419711699631,0.008883674153536709
37,misclassified|trimethylsilyl,295.7091836734694,0.9844954743546765,0.022292993630573247
57,uninterpretable|trimethylsilyl,295.7091836734694,0.9844954743546765,0.022292993630573247
99,emotion|cobalt,36.209287796751354,0.424321153201475,0.5760978880321823
100,global nervous system|cobalt,24.139525197834235,0.2857023131076098,0.7147167281260476
103,misclassified|cobalt,72.41857559350271,0.763493127723768,0.23667448876969494
104,gastrointestinal|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
107,genitourinary|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
108,oncologic|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
110,chemical process|cobalt,36.209287796751354,0.424321153201475,0.5760978880321823
111,metabolic|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
117,neurologic disorder|cobalt,36.209287796751354,0.424321153201475,0.5760978880321823
118,perception|cobalt,24.139525197834235,0.2857023131076098,0.7147167281260476
120,sense of self|cobalt,24.139525197834235,0.2857023131076098,0.7147167281260476
121,use of substance|cobalt,36.209287796751354,0.424321153201475,0.5760978880321823
122,sexual activity|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
123,uninterpretable|cobalt,96.55810079133694,0.8385853167951727,0.1615822996982903
124,respiratory|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
127,esp|cobalt,24.139525197834235,0.2857023131076098,0.7147167281260476
128,infectious|cobalt,12.069762598917118,0.17314783774723433,0.8275226282266175
129,cognitive ability|cobalt,48.27905039566847,0.5740026818638954,0.42624874287629905
130,behavior|cobalt,48.27905039566847,0.5740026818638954,0.42624874287629905
137,gastrointestinal|tetrahydrocoptisine,197.13945578231292,0.9655548105933623,0.04609453570231311
140,genitourinary|tetrahydrocoptisine,197.13945578231292,0.9655548105933623,0.04609453570231311
161,infectious|tetrahydrocoptisine,197.13945578231292,0.9655548105933623,0.04609453570231311
165,emotion|oxycodone,87.72583940869302,0.8286959436808582,0.17147167281260475
166,global nervous system|oxycodone,40.93872505739007,0.48818303721086154,0.5120683875293329
168,motor|oxycodone,1.4620973234782169,0.017432115320147504,0.9829031176667784
169,misclassified|oxycodone,44.59396836608562,0.5271538719409989,0.473013744552464
170,gastrointestinal|oxycodone,46.05606568956384,0.5640295005028495,0.4361381159906135
172,cardiovascular|oxycodone,17.545167881738603,0.21907475695608447,0.7810928595373785
173,genitourinary|oxycodone,8.772583940869302,0.12931612470667114,0.8709353000335233
174,oncologic|oxycodone,10.965729926086627,0.15822996982903118,0.8419376466644318
176,chemical process|oxycodone,2.9241946469564337,0.045675494468655715,0.9545759302715388
177,metabolic|oxycodone,2.9241946469564337,0.045675494468655715,0.9545759302715388
178,hematologic|oxycodone,0.7310486617391084,0.008548441166610795,0.9916191753268522
179,musculoskeletal|oxycodone,1.4620973234782169,0.017432115320147504,0.9829031176667784
180,place references|oxycodone,2.1931459852173254,0.030254777070063694,0.9699966476701307
181,property of toxin|oxycodone,27.048800484347012,0.3171304056319142,0.6830372108615488
182,somatic sensation|oxycodone,3.655243308695543,0.05548105933623869,0.9446865571572243
183,neurologic disorder|oxycodone,29.972995131303453,0.348809922896413,0.65135769359705
184,perception|oxycodone,29.241946469564343,0.3382500838082467,0.6619175326852162
186,sense of self|oxycodone,8.772583940869302,0.12931612470667114,0.8709353000335233
187,use of substance|oxycodone,40.93872505739007,0.48818303721086154,0.5120683875293329
188,sexual activity|oxycodone,5.848389293912867,0.08900435802883004,0.911163258464633
189,uninterpretable|oxycodone,99.42261799651875,0.8779751927589675,0.12219242373449547
190,respiratory|oxycodone,1.4620973234782169,0.017432115320147504,0.9829031176667784
193,esp|oxycodone,8.041535279130194,0.12269527321488434,0.8774723432785786
194,infectious|oxycodone,5.117340632173759,0.07760643647334897,0.922561180020114
195,cognitive ability|oxycodone,30.704043793042555,0.35626885685551457,0.6439825678846799
196,behavior|oxycodone,30.704043793042555,0.35626885685551457,0.6439825678846799
197,integumentary|oxycodone,2.1931459852173254,0.030254777070063694,0.9699966476701307
198,emotion|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
199,global nervous system|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
202,misclassified|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
207,oncologic|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
209,chemical process|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
222,uninterpretable|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
226,esp|carbomethoxytropinone,84.48833819241982,0.8146161582299698,0.19694937981897417
231,emotion|methylchloroisothiazalinone,118.28367346938775,0.9028662420382165,0.1139792155548106
232,global nervous system|methylchloroisothiazalinone,118.28367346938775,0.9028662420382165,0.1139792155548106
239,genitourinary|methylchloroisothiazalinone,118.28367346938775,0.9028662420382165,0.1139792155548106
249,neurologic disorder|methylchloroisothiazalinone,118.28367346938775,0.9028662420382165,0.1139792155548106
251,endocrine|methylchloroisothiazalinone,118.28367346938775,0.9028662420382165,0.1139792155548106
275,chemical process|iodomethane,591.4183673469388,0.9956419711699631,0.008883674153536709
297,emotion|tranylcypromine,62.25456498388829,0.7105263157894737,0.29198793161247066
298,global nervous system|tranylcypromine,20.751521661296096,0.24430103922225946,0.7562856185048609
301,misclassified|tranylcypromine,31.127282491944143,0.3687562856185049,0.6411330874958096
302,gastrointestinal|tranylcypromine,41.50304332259219,0.49220583305397253,0.5082132081796848
304,cardiovascular|tranylcypromine,72.63032581453633,0.7637445524639624,0.236506872276232
305,genitourinary|tranylcypromine,31.127282491944143,0.3687562856185049,0.6411330874958096
306,oncologic|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
308,chemical process|tranylcypromine,31.127282491944143,0.3687562856185049,0.6411330874958096
309,metabolic|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
313,property of toxin|tranylcypromine,20.751521661296096,0.24430103922225946,0.7562856185048609
314,somatic sensation|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
315,neurologic disorder|tranylcypromine,31.127282491944143,0.3687562856185049,0.6411330874958096
316,perception|tranylcypromine,20.751521661296096,0.24430103922225946,0.7562856185048609
318,sense of self|tranylcypromine,20.751521661296096,0.24430103922225946,0.7562856185048609
319,use of substance|tranylcypromine,41.50304332259219,0.49220583305397253,0.5082132081796848
320,sexual activity|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
321,uninterpretable|tranylcypromine,62.25456498388829,0.7105263157894737,0.29198793161247066
322,respiratory|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
325,esp|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
326,infectious|tranylcypromine,10.375760830648048,0.14892725444183708,0.8524974857525981
327,cognitive ability|tranylcypromine,31.127282491944143,0.3687562856185049,0.6411330874958096
335,gastrointestinal|phalloidin,98.56972789115646,0.858447871270533,0.16091183372443849
341,chemical process|phalloidin,98.56972789115646,0.858447871270533,0.16091183372443849
351,sense of self|phalloidin,98.56972789115646,0.858447871270533,0.16091183372443849
